date,services_inflation
2020-06-25,151.6
2020-06-26,151.6
2020-06-27,151.6
2020-06-28,151.6
2020-06-29,151.6
2020-06-30,151.6
2020-07-01,151.5
2020-07-02,151.5
2020-07-03,151.5
2020-07-04,151.5
2020-07-05,151.5
2020-07-06,151.5
2020-07-07,151.5
2020-07-08,151.5
2020-07-09,151.5
2020-07-10,151.5
2020-07-11,151.5
2020-07-12,151.5
2020-07-13,151.5
2020-07-14,151.5
2020-07-15,151.5
2020-07-16,151.5
2020-07-17,151.5
2020-07-18,151.5
2020-07-19,151.5
2020-07-20,151.5
2020-07-21,151.5
2020-07-22,151.5
2020-07-23,151.5
2020-07-24,151.5
2020-07-25,151.5
2020-07-26,151.5
2020-07-27,151.5
2020-07-28,151.5
2020-07-29,151.5
2020-07-30,151.5
2020-07-31,151.5
2020-08-01,151.6
2020-08-02,151.6
2020-08-03,151.6
2020-08-04,151.6
2020-08-05,151.6
2020-08-06,151.6
2020-08-07,151.6
2020-08-08,151.6
2020-08-09,151.6
2020-08-10,151.6
2020-08-11,151.6
2020-08-12,151.6
2020-08-13,151.6
2020-08-14,151.6
2020-08-15,151.6
2020-08-16,151.6
2020-08-17,151.6
2020-08-18,151.6
2020-08-19,151.6
2020-08-20,151.6
2020-08-21,151.6
2020-08-22,151.6
2020-08-23,151.6
2020-08-24,151.6
2020-08-25,151.6
2020-08-26,151.6
2020-08-27,151.6
2020-08-28,151.6
2020-08-29,151.6
2020-08-30,151.6
2020-08-31,151.6
2020-09-01,151.5
2020-09-02,151.5
2020-09-03,151.5
2020-09-04,151.5
2020-09-05,151.5
2020-09-06,151.5
2020-09-07,151.5
2020-09-08,151.5
2020-09-09,151.5
2020-09-10,151.5
2020-09-11,151.5
2020-09-12,151.5
2020-09-13,151.5
2020-09-14,151.5
2020-09-15,151.5
2020-09-16,151.5
2020-09-17,151.5
2020-09-18,151.5
2020-09-19,151.5
2020-09-20,151.5
2020-09-21,151.5
2020-09-22,151.5
2020-09-23,151.5
2020-09-24,151.5
2020-09-25,151.5
2020-09-26,151.5
2020-09-27,151.5
2020-09-28,151.5
2020-09-29,151.5
2020-09-30,151.5
2020-10-01,151.9
2020-10-02,151.9
2020-10-03,151.9
2020-10-04,151.9
2020-10-05,151.9
2020-10-06,151.9
2020-10-07,151.9
2020-10-08,151.9
2020-10-09,151.9
2020-10-10,151.9
2020-10-11,151.9
2020-10-12,151.9
2020-10-13,151.9
2020-10-14,151.9
2020-10-15,151.9
2020-10-16,151.9
2020-10-17,151.9
2020-10-18,151.9
2020-10-19,151.9
2020-10-20,151.9
2020-10-21,151.9
2020-10-22,151.9
2020-10-23,151.9
2020-10-24,151.9
2020-10-25,151.9
2020-10-26,151.9
2020-10-27,151.9
2020-10-28,151.9
2020-10-29,151.9
2020-10-30,151.9
2020-10-31,151.9
2020-11-01,152.1
2020-11-02,152.1
2020-11-03,152.1
2020-11-04,152.1
2020-11-05,152.1
2020-11-06,152.1
2020-11-07,152.1
2020-11-08,152.1
2020-11-09,152.1
2020-11-10,152.1
2020-11-11,152.1
2020-11-12,152.1
2020-11-13,152.1
2020-11-14,152.1
2020-11-15,152.1
2020-11-16,152.1
2020-11-17,152.1
2020-11-18,152.1
2020-11-19,152.1
2020-11-20,152.1
2020-11-21,152.1
2020-11-22,152.1
2020-11-23,152.1
2020-11-24,152.1
2020-11-25,152.1
2020-11-26,152.1
2020-11-27,152.1
2020-11-28,152.1
2020-11-29,152.1
2020-11-30,152.1
2020-12-01,152.1
2020-12-02,152.1
2020-12-03,152.1
2020-12-04,152.1
2020-12-05,152.1
2020-12-06,152.1
2020-12-07,152.1
2020-12-08,152.1
2020-12-09,152.1
2020-12-10,152.1
2020-12-11,152.1
2020-12-12,152.1
2020-12-13,152.1
2020-12-14,152.1
2020-12-15,152.1
2020-12-16,152.1
2020-12-17,152.1
2020-12-18,152.1
2020-12-19,152.1
2020-12-20,152.1
2020-12-21,152.1
2020-12-22,152.1
2020-12-23,152.1
2020-12-24,152.1
2020-12-25,152.1
2020-12-26,152.1
2020-12-27,152.1
2020-12-28,152.1
2020-12-29,152.1
2020-12-30,152.1
2020-12-31,152.1
2021-01-01,152.5
2021-01-02,152.5
2021-01-03,152.5
2021-01-04,152.5
2021-01-05,152.5
2021-01-06,152.5
2021-01-07,152.5
2021-01-08,152.5
2021-01-09,152.5
2021-01-10,152.5
2021-01-11,152.5
2021-01-12,152.5
2021-01-13,152.5
2021-01-14,152.5
2021-01-15,152.5
2021-01-16,152.5
2021-01-17,152.5
2021-01-18,152.5
2021-01-19,152.5
2021-01-20,152.5
2021-01-21,152.5
2021-01-22,152.5
2021-01-23,152.5
2021-01-24,152.5
2021-01-25,152.5
2021-01-26,152.5
2021-01-27,152.5
2021-01-28,152.5
2021-01-29,152.5
2021-01-30,152.5
2021-01-31,152.5
2021-02-01,152.6
2021-02-02,152.6
2021-02-03,152.6
2021-02-04,152.6
2021-02-05,152.6
2021-02-06,152.6
2021-02-07,152.6
2021-02-08,152.6
2021-02-09,152.6
2021-02-10,152.6
2021-02-11,152.6
2021-02-12,152.6
2021-02-13,152.6
2021-02-14,152.6
2021-02-15,152.6
2021-02-16,152.6
2021-02-17,152.6
2021-02-18,152.6
2021-02-19,152.6
2021-02-20,152.6
2021-02-21,152.6
2021-02-22,152.6
2021-02-23,152.6
2021-02-24,152.6
2021-02-25,152.6
2021-02-26,152.6
2021-02-27,152.6
2021-02-28,152.6
2021-03-01,152.9
2021-03-02,152.9
2021-03-03,152.9
2021-03-04,152.9
2021-03-05,152.9
2021-03-06,152.9
2021-03-07,152.9
2021-03-08,152.9
2021-03-09,152.9
2021-03-10,152.9
2021-03-11,152.9
2021-03-12,152.9
2021-03-13,152.9
2021-03-14,152.9
2021-03-15,152.9
2021-03-16,152.9
2021-03-17,152.9
2021-03-18,152.9
2021-03-19,152.9
2021-03-20,152.9
2021-03-21,152.9
2021-03-22,152.9
2021-03-23,152.9
2021-03-24,152.9
2021-03-25,152.9
2021-03-26,152.9
2021-03-27,152.9
2021-03-28,152.9
2021-03-29,152.9
2021-03-30,152.9
2021-03-31,152.9
2021-04-01,153.7
2021-04-02,153.7
2021-04-03,153.7
2021-04-04,153.7
2021-04-05,153.7
2021-04-06,153.7
2021-04-07,153.7
2021-04-08,153.7
2021-04-09,153.7
2021-04-10,153.7
2021-04-11,153.7
2021-04-12,153.7
2021-04-13,153.7
2021-04-14,153.7
2021-04-15,153.7
2021-04-16,153.7
2021-04-17,153.7
2021-04-18,153.7
2021-04-19,153.7
2021-04-20,153.7
2021-04-21,153.7
2021-04-22,153.7
2021-04-23,153.7
2021-04-24,153.7
2021-04-25,153.7
2021-04-26,153.7
2021-04-27,153.7
2021-04-28,153.7
2021-04-29,153.7
2021-04-30,153.7
2021-05-01,154.0
2021-05-02,154.0
2021-05-03,154.0
2021-05-04,154.0
2021-05-05,154.0
2021-05-06,154.0
2021-05-07,154.0
2021-05-08,154.0
2021-05-09,154.0
2021-05-10,154.0
2021-05-11,154.0
2021-05-12,154.0
2021-05-13,154.0
2021-05-14,154.0
2021-05-15,154.0
2021-05-16,154.0
2021-05-17,154.0
2021-05-18,154.0
2021-05-19,154.0
2021-05-20,154.0
2021-05-21,154.0
2021-05-22,154.0
2021-05-23,154.0
2021-05-24,154.0
2021-05-25,154.0
2021-05-26,154.0
2021-05-27,154.0
2021-05-28,154.0
2021-05-29,154.0
2021-05-30,154.0
2021-05-31,154.0
2021-06-01,154.6
2021-06-02,154.6
2021-06-03,154.6
2021-06-04,154.6
2021-06-05,154.6
2021-06-06,154.6
2021-06-07,154.6
2021-06-08,154.6
2021-06-09,154.6
2021-06-10,154.6
2021-06-11,154.6
2021-06-12,154.6
2021-06-13,154.6
2021-06-14,154.6
2021-06-15,154.6
2021-06-16,154.6
2021-06-17,154.6
2021-06-18,154.6
2021-06-19,154.6
2021-06-20,154.6
2021-06-21,154.6
2021-06-22,154.6
2021-06-23,154.6
2021-06-24,154.6
2021-06-25,154.6
2021-06-26,154.6
2021-06-27,154.6
2021-06-28,154.6
2021-06-29,154.6
2021-06-30,154.6
2021-07-01,155.4
2021-07-02,155.4
2021-07-03,155.4
2021-07-04,155.4
2021-07-05,155.4
2021-07-06,155.4
2021-07-07,155.4
2021-07-08,155.4
2021-07-09,155.4
2021-07-10,155.4
2021-07-11,155.4
2021-07-12,155.4
2021-07-13,155.4
2021-07-14,155.4
2021-07-15,155.4
2021-07-16,155.4
2021-07-17,155.4
2021-07-18,155.4
2021-07-19,155.4
2021-07-20,155.4
2021-07-21,155.4
2021-07-22,155.4
2021-07-23,155.4
2021-07-24,155.4
2021-07-25,155.4
2021-07-26,155.4
2021-07-27,155.4
2021-07-28,155.4
2021-07-29,155.4
2021-07-30,155.4
2021-07-31,155.4
2021-08-01,155.7
2021-08-02,155.7
2021-08-03,155.7
2021-08-04,155.7
2021-08-05,155.7
2021-08-06,155.7
2021-08-07,155.7
2021-08-08,155.7
2021-08-09,155.7
2021-08-10,155.7
2021-08-11,155.7
2021-08-12,155.7
2021-08-13,155.7
2021-08-14,155.7
2021-08-15,155.7
2021-08-16,155.7
2021-08-17,155.7
2021-08-18,155.7
2021-08-19,155.7
2021-08-20,155.7
2021-08-21,155.7
2021-08-22,155.7
2021-08-23,155.7
2021-08-24,155.7
2021-08-25,155.7
2021-08-26,155.7
2021-08-27,155.7
2021-08-28,155.7
2021-08-29,155.7
2021-08-30,155.7
2021-08-31,155.7
2021-09-01,156.1
2021-09-02,156.1
2021-09-03,156.1
2021-09-04,156.1
2021-09-05,156.1
2021-09-06,156.1
2021-09-07,156.1
2021-09-08,156.1
2021-09-09,156.1
2021-09-10,156.1
2021-09-11,156.1
2021-09-12,156.1
2021-09-13,156.1
2021-09-14,156.1
2021-09-15,156.1
2021-09-16,156.1
2021-09-17,156.1
2021-09-18,156.1
2021-09-19,156.1
2021-09-20,156.1
2021-09-21,156.1
2021-09-22,156.1
2021-09-23,156.1
2021-09-24,156.1
2021-09-25,156.1
2021-09-26,156.1
2021-09-27,156.1
2021-09-28,156.1
2021-09-29,156.1
2021-09-30,156.1
2021-10-01,156.7
2021-10-02,156.7
2021-10-03,156.7
2021-10-04,156.7
2021-10-05,156.7
2021-10-06,156.7
2021-10-07,156.7
2021-10-08,156.7
2021-10-09,156.7
2021-10-10,156.7
2021-10-11,156.7
2021-10-12,156.7
2021-10-13,156.7
2021-10-14,156.7
2021-10-15,156.7
2021-10-16,156.7
2021-10-17,156.7
2021-10-18,156.7
2021-10-19,156.7
2021-10-20,156.7
2021-10-21,156.7
2021-10-22,156.7
2021-10-23,156.7
2021-10-24,156.7
2021-10-25,156.7
2021-10-26,156.7
2021-10-27,156.7
2021-10-28,156.7
2021-10-29,156.7
2021-10-30,156.7
2021-10-31,156.7
2021-11-01,156.5
2021-11-02,156.5
2021-11-03,156.5
2021-11-04,156.5
2021-11-05,156.5
2021-11-06,156.5
2021-11-07,156.5
2021-11-08,156.5
2021-11-09,156.5
2021-11-10,156.5
2021-11-11,156.5
2021-11-12,156.5
2021-11-13,156.5
2021-11-14,156.5
2021-11-15,156.5
2021-11-16,156.5
2021-11-17,156.5
2021-11-18,156.5
2021-11-19,156.5
2021-11-20,156.5
2021-11-21,156.5
2021-11-22,156.5
2021-11-23,156.5
2021-11-24,156.5
2021-11-25,156.5
2021-11-26,156.5
2021-11-27,156.5
2021-11-28,156.5
2021-11-29,156.5
2021-11-30,156.5
2021-12-01,157.2
2021-12-02,157.2
2021-12-03,157.2
2021-12-04,157.2
2021-12-05,157.2
2021-12-06,157.2
2021-12-07,157.2
2021-12-08,157.2
2021-12-09,157.2
2021-12-10,157.2
2021-12-11,157.2
2021-12-12,157.2
2021-12-13,157.2
2021-12-14,157.2
2021-12-15,157.2
2021-12-16,157.2
2021-12-17,157.2
2021-12-18,157.2
2021-12-19,157.2
2021-12-20,157.2
2021-12-21,157.2
2021-12-22,157.2
2021-12-23,157.2
2021-12-24,157.2
2021-12-25,157.2
2021-12-26,157.2
2021-12-27,157.2
2021-12-28,157.2
2021-12-29,157.2
2021-12-30,157.2
2021-12-31,157.2
2022-01-01,157.7
2022-01-02,157.7
2022-01-03,157.7
2022-01-04,157.7
2022-01-05,157.7
2022-01-06,157.7
2022-01-07,157.7
2022-01-08,157.7
2022-01-09,157.7
2022-01-10,157.7
2022-01-11,157.7
2022-01-12,157.7
2022-01-13,157.7
2022-01-14,157.7
2022-01-15,157.7
2022-01-16,157.7
2022-01-17,157.7
2022-01-18,157.7
2022-01-19,157.7
2022-01-20,157.7
2022-01-21,157.7
2022-01-22,157.7
2022-01-23,157.7
2022-01-24,157.7
2022-01-25,157.7
2022-01-26,157.7
2022-01-27,157.7
2022-01-28,157.7
2022-01-29,157.7
2022-01-30,157.7
2022-01-31,157.7
2022-02-01,158.4
2022-02-02,158.4
2022-02-03,158.4
2022-02-04,158.4
2022-02-05,158.4
2022-02-06,158.4
2022-02-07,158.4
2022-02-08,158.4
2022-02-09,158.4
2022-02-10,158.4
2022-02-11,158.4
2022-02-12,158.4
2022-02-13,158.4
2022-02-14,158.4
2022-02-15,158.4
2022-02-16,158.4
2022-02-17,158.4
2022-02-18,158.4
2022-02-19,158.4
2022-02-20,158.4
2022-02-21,158.4
2022-02-22,158.4
2022-02-23,158.4
2022-02-24,158.4
2022-02-25,158.4
2022-02-26,158.4
2022-02-27,158.4
2022-02-28,158.4
2022-03-01,159.4
2022-03-02,159.4
2022-03-03,159.4
2022-03-04,159.4
2022-03-05,159.4
2022-03-06,159.4
2022-03-07,159.4
2022-03-08,159.4
2022-03-09,159.4
2022-03-10,159.4
2022-03-11,159.4
2022-03-12,159.4
2022-03-13,159.4
2022-03-14,159.4
2022-03-15,159.4
2022-03-16,159.4
2022-03-17,159.4
2022-03-18,159.4
2022-03-19,159.4
2022-03-20,159.4
2022-03-21,159.4
2022-03-22,159.4
2022-03-23,159.4
2022-03-24,159.4
2022-03-25,159.4
2022-03-26,159.4
2022-03-27,159.4
2022-03-28,159.4
2022-03-29,159.4
2022-03-30,159.4
2022-03-31,159.4
2022-04-01,160.8
2022-04-02,160.8
2022-04-03,160.8
2022-04-04,160.8
2022-04-05,160.8
2022-04-06,160.8
2022-04-07,160.8
2022-04-08,160.8
2022-04-09,160.8
2022-04-10,160.8
2022-04-11,160.8
2022-04-12,160.8
2022-04-13,160.8
2022-04-14,160.8
2022-04-15,160.8
2022-04-16,160.8
2022-04-17,160.8
2022-04-18,160.8
2022-04-19,160.8
2022-04-20,160.8
2022-04-21,160.8
2022-04-22,160.8
2022-04-23,160.8
2022-04-24,160.8
2022-04-25,160.8
2022-04-26,160.8
2022-04-27,160.8
2022-04-28,160.8
2022-04-29,160.8
2022-04-30,160.8
2022-05-01,162.0
2022-05-02,162.0
2022-05-03,162.0
2022-05-04,162.0
2022-05-05,162.0
2022-05-06,162.0
2022-05-07,162.0
2022-05-08,162.0
2022-05-09,162.0
2022-05-10,162.0
2022-05-11,162.0
2022-05-12,162.0
2022-05-13,162.0
2022-05-14,162.0
2022-05-15,162.0
2022-05-16,162.0
2022-05-17,162.0
2022-05-18,162.0
2022-05-19,162.0
2022-05-20,162.0
2022-05-21,162.0
2022-05-22,162.0
2022-05-23,162.0
2022-05-24,162.0
2022-05-25,162.0
2022-05-26,162.0
2022-05-27,162.0
2022-05-28,162.0
2022-05-29,162.0
2022-05-30,162.0
2022-05-31,162.0
2022-06-01,162.7
2022-06-02,162.7
2022-06-03,162.7
2022-06-04,162.7
2022-06-05,162.7
2022-06-06,162.7
2022-06-07,162.7
2022-06-08,162.7
2022-06-09,162.7
2022-06-10,162.7
2022-06-11,162.7
2022-06-12,162.7
2022-06-13,162.7
2022-06-14,162.7
2022-06-15,162.7
2022-06-16,162.7
2022-06-17,162.7
2022-06-18,162.7
2022-06-19,162.7
2022-06-20,162.7
2022-06-21,162.7
2022-06-22,162.7
2022-06-23,162.7
2022-06-24,162.7
2022-06-25,162.7
2022-06-26,162.7
2022-06-27,162.7
2022-06-28,162.7
2022-06-29,162.7
2022-06-30,162.7
2022-07-01,164.2
2022-07-02,164.2
2022-07-03,164.2
2022-07-04,164.2
2022-07-05,164.2
2022-07-06,164.2
2022-07-07,164.2
2022-07-08,164.2
2022-07-09,164.2
2022-07-10,164.2
2022-07-11,164.2
2022-07-12,164.2
2022-07-13,164.2
2022-07-14,164.2
2022-07-15,164.2
2022-07-16,164.2
2022-07-17,164.2
2022-07-18,164.2
2022-07-19,164.2
2022-07-20,164.2
2022-07-21,164.2
2022-07-22,164.2
2022-07-23,164.2
2022-07-24,164.2
2022-07-25,164.2
2022-07-26,164.2
2022-07-27,164.2
2022-07-28,164.2
2022-07-29,164.2
2022-07-30,164.2
2022-07-31,164.2
2022-08-01,164.3
2022-08-02,164.3
2022-08-03,164.3
2022-08-04,164.3
2022-08-05,164.3
2022-08-06,164.3
2022-08-07,164.3
2022-08-08,164.3
2022-08-09,164.3
2022-08-10,164.3
2022-08-11,164.3
2022-08-12,164.3
2022-08-13,164.3
2022-08-14,164.3
2022-08-15,164.3
2022-08-16,164.3
2022-08-17,164.3
2022-08-18,164.3
2022-08-19,164.3
2022-08-20,164.3
2022-08-21,164.3
2022-08-22,164.3
2022-08-23,164.3
2022-08-24,164.3
2022-08-25,164.3
2022-08-26,164.3
2022-08-27,164.3
2022-08-28,164.3
2022-08-29,164.3
2022-08-30,164.3
2022-08-31,164.3
2022-09-01,164.8
2022-09-02,164.8
2022-09-03,164.8
2022-09-04,164.8
2022-09-05,164.8
2022-09-06,164.8
2022-09-07,164.8
2022-09-08,164.8
2022-09-09,164.8
2022-09-10,164.8
2022-09-11,164.8
2022-09-12,164.8
2022-09-13,164.8
2022-09-14,164.8
2022-09-15,164.8
2022-09-16,164.8
2022-09-17,164.8
2022-09-18,164.8
2022-09-19,164.8
2022-09-20,164.8
2022-09-21,164.8
2022-09-22,164.8
2022-09-23,164.8
2022-09-24,164.8
2022-09-25,164.8
2022-09-26,164.8
2022-09-27,164.8
2022-09-28,164.8
2022-09-29,164.8
2022-09-30,164.8
2022-10-01,165.2
2022-10-02,165.2
2022-10-03,165.2
2022-10-04,165.2
2022-10-05,165.2
2022-10-06,165.2
2022-10-07,165.2
2022-10-08,165.2
2022-10-09,165.2
2022-10-10,165.2
2022-10-11,165.2
2022-10-12,165.2
2022-10-13,165.2
2022-10-14,165.2
2022-10-15,165.2
2022-10-16,165.2
2022-10-17,165.2
2022-10-18,165.2
2022-10-19,165.2
2022-10-20,165.2
2022-10-21,165.2
2022-10-22,165.2
2022-10-23,165.2
2022-10-24,165.2
2022-10-25,165.2
2022-10-26,165.2
2022-10-27,165.2
2022-10-28,165.2
2022-10-29,165.2
2022-10-30,165.2
2022-10-31,165.2
2022-11-01,165.5
2022-11-02,165.5
2022-11-03,165.5
2022-11-04,165.5
2022-11-05,165.5
2022-11-06,165.5
2022-11-07,165.5
2022-11-08,165.5
2022-11-09,165.5
2022-11-10,165.5
2022-11-11,165.5
2022-11-12,165.5
2022-11-13,165.5
2022-11-14,165.5
2022-11-15,165.5
2022-11-16,165.5
2022-11-17,165.5
2022-11-18,165.5
2022-11-19,165.5
2022-11-20,165.5
2022-11-21,165.5
2022-11-22,165.5
2022-11-23,165.5
2022-11-24,165.5
2022-11-25,165.5
2022-11-26,165.5
2022-11-27,165.5
2022-11-28,165.5
2022-11-29,165.5
2022-11-30,165.5
2022-12-01,166.0
2022-12-02,166.0
2022-12-03,166.0
2022-12-04,166.0
2022-12-05,166.0
2022-12-06,166.0
2022-12-07,166.0
2022-12-08,166.0
2022-12-09,166.0
2022-12-10,166.0
2022-12-11,166.0
2022-12-12,166.0
2022-12-13,166.0
2022-12-14,166.0
2022-12-15,166.0
2022-12-16,166.0
2022-12-17,166.0
2022-12-18,166.0
2022-12-19,166.0
2022-12-20,166.0
2022-12-21,166.0
2022-12-22,166.0
2022-12-23,166.0
2022-12-24,166.0
2022-12-25,166.0
2022-12-26,166.0
2022-12-27,166.0
2022-12-28,166.0
2022-12-29,166.0
2022-12-30,166.0
2022-12-31,166.0
2023-01-01,166.1
2023-01-02,166.1
2023-01-03,166.1
2023-01-04,166.1
2023-01-05,166.1
2023-01-06,166.1
2023-01-07,166.1
2023-01-08,166.1
2023-01-09,166.1
2023-01-10,166.1
2023-01-11,166.1
2023-01-12,166.1
2023-01-13,166.1
2023-01-14,166.1
2023-01-15,166.1
2023-01-16,166.1
2023-01-17,166.1
2023-01-18,166.1
2023-01-19,166.1
2023-01-20,166.1
2023-01-21,166.1
2023-01-22,166.1
2023-01-23,166.1
2023-01-24,166.1
2023-01-25,166.1
2023-01-26,166.1
2023-01-27,166.1
2023-01-28,166.1
2023-01-29,166.1
2023-01-30,166.1
2023-01-31,166.1
2023-02-01,166.8
2023-02-02,166.8
2023-02-03,166.8
2023-02-04,166.8
2023-02-05,166.8
2023-02-06,166.8
2023-02-07,166.8
2023-02-08,166.8
2023-02-09,166.8
2023-02-10,166.8
2023-02-11,166.8
2023-02-12,166.8
2023-02-13,166.8
2023-02-14,166.8
2023-02-15,166.8
2023-02-16,166.8
2023-02-17,166.8
2023-02-18,166.8
2023-02-19,166.8
2023-02-20,166.8
2023-02-21,166.8
2023-02-22,166.8
2023-02-23,166.8
2023-02-24,166.8
2023-02-25,166.8
2023-02-26,166.8
2023-02-27,166.8
2023-02-28,166.8
2023-03-01,167.6
2023-03-02,167.6
2023-03-03,167.6
2023-03-04,167.6
2023-03-05,167.6
2023-03-06,167.6
2023-03-07,167.6
2023-03-08,167.6
2023-03-09,167.6
2023-03-10,167.6
2023-03-11,167.6
2023-03-12,167.6
2023-03-13,167.6
2023-03-14,167.6
2023-03-15,167.6
2023-03-16,167.6
2023-03-17,167.6
2023-03-18,167.6
2023-03-19,167.6
2023-03-20,167.6
2023-03-21,167.6
2023-03-22,167.6
2023-03-23,167.6
2023-03-24,167.6
2023-03-25,167.6
2023-03-26,167.6
2023-03-27,167.6
2023-03-28,167.6
2023-03-29,167.6
2023-03-30,167.6
2023-03-31,167.6
2023-04-01,168.5
2023-04-02,168.5
2023-04-03,168.5
2023-04-04,168.5
2023-04-05,168.5
2023-04-06,168.5
2023-04-07,168.5
2023-04-08,168.5
2023-04-09,168.5
2023-04-10,168.5
2023-04-11,168.5
2023-04-12,168.5
2023-04-13,168.5
2023-04-14,168.5
2023-04-15,168.5
2023-04-16,168.5
2023-04-17,168.5
2023-04-18,168.5
2023-04-19,168.5
2023-04-20,168.5
2023-04-21,168.5
2023-04-22,168.5
2023-04-23,168.5
2023-04-24,168.5
2023-04-25,168.5
2023-04-26,168.5
2023-04-27,168.5
2023-04-28,168.5
2023-04-29,168.5
2023-04-30,168.5
2023-05-01,169.4
2023-05-02,169.4
2023-05-03,169.4
2023-05-04,169.4
2023-05-05,169.4
2023-05-06,169.4
2023-05-07,169.4
2023-05-08,169.4
2023-05-09,169.4
2023-05-10,169.4
2023-05-11,169.4
2023-05-12,169.4
2023-05-13,169.4
2023-05-14,169.4
2023-05-15,169.4
2023-05-16,169.4
2023-05-17,169.4
2023-05-18,169.4
2023-05-19,169.4
2023-05-20,169.4
2023-05-21,169.4
2023-05-22,169.4
2023-05-23,169.4
2023-05-24,169.4
2023-05-25,169.4
2023-05-26,169.4
2023-05-27,169.4
2023-05-28,169.4
2023-05-29,169.4
2023-05-30,169.4
2023-05-31,169.4
2023-06-01,169.5
2023-06-02,169.5
2023-06-03,169.5
2023-06-04,169.5
2023-06-05,169.5
2023-06-06,169.5
2023-06-07,169.5
2023-06-08,169.5
2023-06-09,169.5
2023-06-10,169.5
2023-06-11,169.5
2023-06-12,169.5
2023-06-13,169.5
2023-06-14,169.5
2023-06-15,169.5
2023-06-16,169.5
2023-06-17,169.5
2023-06-18,169.5
2023-06-19,169.5
2023-06-20,169.5
2023-06-21,169.5
2023-06-22,169.5
2023-06-23,169.5
2023-06-24,169.5
2023-06-25,169.5
2023-06-26,169.5
2023-06-27,169.5
2023-06-28,169.5
2023-06-29,169.5
2023-06-30,169.5
2023-07-01,171.2
2023-07-02,171.2
2023-07-03,171.2
2023-07-04,171.2
2023-07-05,171.2
2023-07-06,171.2
2023-07-07,171.2
2023-07-08,171.2
2023-07-09,171.2
2023-07-10,171.2
2023-07-11,171.2
2023-07-12,171.2
2023-07-13,171.2
2023-07-14,171.2
2023-07-15,171.2
2023-07-16,171.2
2023-07-17,171.2
2023-07-18,171.2
2023-07-19,171.2
2023-07-20,171.2
2023-07-21,171.2
2023-07-22,171.2
2023-07-23,171.2
2023-07-24,171.2
2023-07-25,171.2
2023-07-26,171.2
2023-07-27,171.2
2023-07-28,171.2
2023-07-29,171.2
2023-07-30,171.2
2023-07-31,171.2
2023-08-01,171.3
2023-08-02,171.3
2023-08-03,171.3
2023-08-04,171.3
2023-08-05,171.3
2023-08-06,171.3
2023-08-07,171.3
2023-08-08,171.3
2023-08-09,171.3
2023-08-10,171.3
2023-08-11,171.3
2023-08-12,171.3
2023-08-13,171.3
2023-08-14,171.3
2023-08-15,171.3
2023-08-16,171.3
2023-08-17,171.3
2023-08-18,171.3
2023-08-19,171.3
2023-08-20,171.3
2023-08-21,171.3
2023-08-22,171.3
2023-08-23,171.3
2023-08-24,171.3
2023-08-25,171.3
2023-08-26,171.3
2023-08-27,171.3
2023-08-28,171.3
2023-08-29,171.3
2023-08-30,171.3
2023-08-31,171.3
2023-09-01,171.3
2023-09-02,171.3
2023-09-03,171.3
2023-09-04,171.3
2023-09-05,171.3
2023-09-06,171.3
2023-09-07,171.3
2023-09-08,171.3
2023-09-09,171.3
2023-09-10,171.3
2023-09-11,171.3
2023-09-12,171.3
2023-09-13,171.3
2023-09-14,171.3
2023-09-15,171.3
2023-09-16,171.3
2023-09-17,171.3
2023-09-18,171.3
2023-09-19,171.3
2023-09-20,171.3
2023-09-21,171.3
2023-09-22,171.3
2023-09-23,171.3
2023-09-24,171.3
2023-09-25,171.3
2023-09-26,171.3
2023-09-27,171.3
2023-09-28,171.3
2023-09-29,171.3
2023-09-30,171.3
2023-10-01,172.8
2023-10-02,172.8
2023-10-03,172.8
2023-10-04,172.8
2023-10-05,172.8
2023-10-06,172.8
2023-10-07,172.8
2023-10-08,172.8
2023-10-09,172.8
2023-10-10,172.8
2023-10-11,172.8
2023-10-12,172.8
2023-10-13,172.8
2023-10-14,172.8
2023-10-15,172.8
2023-10-16,172.8
2023-10-17,172.8
2023-10-18,172.8
2023-10-19,172.8
2023-10-20,172.8
2023-10-21,172.8
2023-10-22,172.8
2023-10-23,172.8
2023-10-24,172.8
2023-10-25,172.8
2023-10-26,172.8
2023-10-27,172.8
2023-10-28,172.8
2023-10-29,172.8
2023-10-30,172.8
2023-10-31,172.8
2023-11-01,173.1
2023-11-02,173.1
2023-11-03,173.1
2023-11-04,173.1
2023-11-05,173.1
2023-11-06,173.1
2023-11-07,173.1
2023-11-08,173.1
2023-11-09,173.1
2023-11-10,173.1
2023-11-11,173.1
2023-11-12,173.1
2023-11-13,173.1
2023-11-14,173.1
2023-11-15,173.1
2023-11-16,173.1
2023-11-17,173.1
2023-11-18,173.1
2023-11-19,173.1
2023-11-20,173.1
2023-11-21,173.1
2023-11-22,173.1
2023-11-23,173.1
2023-11-24,173.1
2023-11-25,173.1
2023-11-26,173.1
2023-11-27,173.1
2023-11-28,173.1
2023-11-29,173.1
2023-11-30,173.1
2023-12-01,173.1
2023-12-02,173.1
2023-12-03,173.1
2023-12-04,173.1
2023-12-05,173.1
2023-12-06,173.1
2023-12-07,173.1
2023-12-08,173.1
2023-12-09,173.1
2023-12-10,173.1
2023-12-11,173.1
2023-12-12,173.1
2023-12-13,173.1
2023-12-14,173.1
2023-12-15,173.1
2023-12-16,173.1
2023-12-17,173.1
2023-12-18,173.1
