date,goods_inflation
2017-05-31,119.0
2017-06-01,118.5
2017-06-02,118.5
2017-06-03,118.5
2017-06-04,118.5
2017-06-05,118.5
2017-06-06,118.5
2017-06-07,118.5
2017-06-08,118.5
2017-06-09,118.5
2017-06-10,118.5
2017-06-11,118.5
2017-06-12,118.5
2017-06-13,118.5
2017-06-14,118.5
2017-06-15,118.5
2017-06-16,118.5
2017-06-17,118.5
2017-06-18,118.5
2017-06-19,118.5
2017-06-20,118.5
2017-06-21,118.5
2017-06-22,118.5
2017-06-23,118.5
2017-06-24,118.5
2017-06-25,118.5
2017-06-26,118.5
2017-06-27,118.5
2017-06-28,118.5
2017-06-29,118.5
2017-06-30,118.5
2017-07-01,118.3
2017-07-02,118.3
2017-07-03,118.3
2017-07-04,118.3
2017-07-05,118.3
2017-07-06,118.3
2017-07-07,118.3
2017-07-08,118.3
2017-07-09,118.3
2017-07-10,118.3
2017-07-11,118.3
2017-07-12,118.3
2017-07-13,118.3
2017-07-14,118.3
2017-07-15,118.3
2017-07-16,118.3
2017-07-17,118.3
2017-07-18,118.3
2017-07-19,118.3
2017-07-20,118.3
2017-07-21,118.3
2017-07-22,118.3
2017-07-23,118.3
2017-07-24,118.3
2017-07-25,118.3
2017-07-26,118.3
2017-07-27,118.3
2017-07-28,118.3
2017-07-29,118.3
2017-07-30,118.3
2017-07-31,118.3
2017-08-01,118.4
2017-08-02,118.4
2017-08-03,118.4
2017-08-04,118.4
2017-08-05,118.4
2017-08-06,118.4
2017-08-07,118.4
2017-08-08,118.4
2017-08-09,118.4
2017-08-10,118.4
2017-08-11,118.4
2017-08-12,118.4
2017-08-13,118.4
2017-08-14,118.4
2017-08-15,118.4
2017-08-16,118.4
2017-08-17,118.4
2017-08-18,118.4
2017-08-19,118.4
2017-08-20,118.4
2017-08-21,118.4
2017-08-22,118.4
2017-08-23,118.4
2017-08-24,118.4
2017-08-25,118.4
2017-08-26,118.4
2017-08-27,118.4
2017-08-28,118.4
2017-08-29,118.4
2017-08-30,118.4
2017-08-31,118.4
2017-09-01,118.8
2017-09-02,118.8
2017-09-03,118.8
2017-09-04,118.8
2017-09-05,118.8
2017-09-06,118.8
2017-09-07,118.8
2017-09-08,118.8
2017-09-09,118.8
2017-09-10,118.8
2017-09-11,118.8
2017-09-12,118.8
2017-09-13,118.8
2017-09-14,118.8
2017-09-15,118.8
2017-09-16,118.8
2017-09-17,118.8
2017-09-18,118.8
2017-09-19,118.8
2017-09-20,118.8
2017-09-21,118.8
2017-09-22,118.8
2017-09-23,118.8
2017-09-24,118.8
2017-09-25,118.8
2017-09-26,118.8
2017-09-27,118.8
2017-09-28,118.8
2017-09-29,118.8
2017-09-30,118.8
2017-10-01,118.8
2017-10-02,118.8
2017-10-03,118.8
2017-10-04,118.8
2017-10-05,118.8
2017-10-06,118.8
2017-10-07,118.8
2017-10-08,118.8
2017-10-09,118.8
2017-10-10,118.8
2017-10-11,118.8
2017-10-12,118.8
2017-10-13,118.8
2017-10-14,118.8
2017-10-15,118.8
2017-10-16,118.8
2017-10-17,118.8
2017-10-18,118.8
2017-10-19,118.8
2017-10-20,118.8
2017-10-21,118.8
2017-10-22,118.8
2017-10-23,118.8
2017-10-24,118.8
2017-10-25,118.8
2017-10-26,118.8
2017-10-27,118.8
2017-10-28,118.8
2017-10-29,118.8
2017-10-30,118.8
2017-10-31,118.8
2017-11-01,119.9
2017-11-02,119.9
2017-11-03,119.9
2017-11-04,119.9
2017-11-05,119.9
2017-11-06,119.9
2017-11-07,119.9
2017-11-08,119.9
2017-11-09,119.9
2017-11-10,119.9
2017-11-11,119.9
2017-11-12,119.9
2017-11-13,119.9
2017-11-14,119.9
2017-11-15,119.9
2017-11-16,119.9
2017-11-17,119.9
2017-11-18,119.9
2017-11-19,119.9
2017-11-20,119.9
2017-11-21,119.9
2017-11-22,119.9
2017-11-23,119.9
2017-11-24,119.9
2017-11-25,119.9
2017-11-26,119.9
2017-11-27,119.9
2017-11-28,119.9
2017-11-29,119.9
2017-11-30,119.9
2017-12-01,119.4
2017-12-02,119.4
2017-12-03,119.4
2017-12-04,119.4
2017-12-05,119.4
2017-12-06,119.4
2017-12-07,119.4
2017-12-08,119.4
2017-12-09,119.4
2017-12-10,119.4
2017-12-11,119.4
2017-12-12,119.4
2017-12-13,119.4
2017-12-14,119.4
2017-12-15,119.4
2017-12-16,119.4
2017-12-17,119.4
2017-12-18,119.4
2017-12-19,119.4
2017-12-20,119.4
2017-12-21,119.4
2017-12-22,119.4
2017-12-23,119.4
2017-12-24,119.4
2017-12-25,119.4
2017-12-26,119.4
2017-12-27,119.4
2017-12-28,119.4
2017-12-29,119.4
2017-12-30,119.4
2017-12-31,119.4
2018-01-01,120.2
2018-01-02,120.2
2018-01-03,120.2
2018-01-04,120.2
2018-01-05,120.2
2018-01-06,120.2
2018-01-07,120.2
2018-01-08,120.2
2018-01-09,120.2
2018-01-10,120.2
2018-01-11,120.2
2018-01-12,120.2
2018-01-13,120.2
2018-01-14,120.2
2018-01-15,120.2
2018-01-16,120.2
2018-01-17,120.2
2018-01-18,120.2
2018-01-19,120.2
2018-01-20,120.2
2018-01-21,120.2
2018-01-22,120.2
2018-01-23,120.2
2018-01-24,120.2
2018-01-25,120.2
2018-01-26,120.2
2018-01-27,120.2
2018-01-28,120.2
2018-01-29,120.2
2018-01-30,120.2
2018-01-31,120.2
2018-02-01,120.7
2018-02-02,120.7
2018-02-03,120.7
2018-02-04,120.7
2018-02-05,120.7
2018-02-06,120.7
2018-02-07,120.7
2018-02-08,120.7
2018-02-09,120.7
2018-02-10,120.7
2018-02-11,120.7
2018-02-12,120.7
2018-02-13,120.7
2018-02-14,120.7
2018-02-15,120.7
2018-02-16,120.7
2018-02-17,120.7
2018-02-18,120.7
2018-02-19,120.7
2018-02-20,120.7
2018-02-21,120.7
2018-02-22,120.7
2018-02-23,120.7
2018-02-24,120.7
2018-02-25,120.7
2018-02-26,120.7
2018-02-27,120.7
2018-02-28,120.7
2018-03-01,120.9
2018-03-02,120.9
2018-03-03,120.9
2018-03-04,120.9
2018-03-05,120.9
2018-03-06,120.9
2018-03-07,120.9
2018-03-08,120.9
2018-03-09,120.9
2018-03-10,120.9
2018-03-11,120.9
2018-03-12,120.9
2018-03-13,120.9
2018-03-14,120.9
2018-03-15,120.9
2018-03-16,120.9
2018-03-17,120.9
2018-03-18,120.9
2018-03-19,120.9
2018-03-20,120.9
2018-03-21,120.9
2018-03-22,120.9
2018-03-23,120.9
